Cases,Axial Pitch,Minor Rad,Coil Radius,n Turn,Velocity,Hydrogen
1194,33.33333333,4,15,7,4.125,513.8388546
1195,33.33333333,4,15,7,5,513.5454695
1196,33.33333333,4,15,8,1.5,484.9540435
1197,33.33333333,4,15,8,2.375,483.5707799
1198,33.33333333,4,15,8,3.25,482.8415982
1199,33.33333333,4,15,8,4.125,481.852898
1200,33.33333333,4,15,8,5,476.8066064
1201,33.33333333,6,12.5,1,1.5,632.8418848
1202,33.33333333,6,12.5,1,2.375,626.6650411
1203,33.33333333,6,12.5,1,3.25,623.9453884
1204,33.33333333,6,12.5,1,4.125,625.7748873
1205,33.33333333,6,12.5,1,5,622.6668495
1206,33.33333333,6,12.5,2,1.5,594.2658182
1207,33.33333333,6,12.5,2,2.375,594.5469986
1208,33.33333333,6,12.5,2,3.25,592.1953174
1209,33.33333333,6,12.5,2,4.125,593.3743723
1210,33.33333333,6,12.5,2,5,590.9364417
1211,33.33333333,6,12.5,3,1.5,559.7973494
1212,33.33333333,6,12.5,3,2.375,556.8959068
1213,33.33333333,6,12.5,3,3.25,554.9301273
1214,33.33333333,6,12.5,3,4.125,554.4263065
1215,33.33333333,6,12.5,3,5,555.8366205
1216,33.33333333,6,12.5,4,1.5,532.2928419
1217,33.33333333,6,12.5,4,2.375,533.8974052
1218,33.33333333,6,12.5,4,3.25,534.5983141
1219,33.33333333,6,12.5,4,4.125,531.3414595
1220,33.33333333,6,12.5,4,5,533.9226133
1221,33.33333333,6,12.5,5,1.5,514.5856686
1222,33.33333333,6,12.5,5,2.375,514.699368
1223,33.33333333,6,12.5,5,3.25,513.0962702
1224,33.33333333,6,12.5,5,4.125,513.8671144
1225,33.33333333,6,12.5,5,5,513.6634429
1226,33.33333333,6,12.5,6,1.5,482.4162145
1227,33.33333333,6,12.5,6,2.375,481.7948085
1228,33.33333333,6,12.5,6,3.25,480.9956605
1229,33.33333333,6,12.5,6,4.125,475.4276225
1230,33.33333333,6,12.5,6,5,475.2495744
1231,33.33333333,6,12.5,7,1.5,448.434774
1232,33.33333333,6,12.5,7,2.375,447.7641764
1233,33.33333333,6,12.5,7,3.25,443.5061321
1234,33.33333333,6,12.5,7,4.125,444.0819014
1235,33.33333333,6,12.5,7,5,443.935656
1236,33.33333333,6,12.5,8,1.5,415.6898195
1237,33.33333333,6,12.5,8,2.375,414.9192072
1238,33.33333333,6,12.5,8,3.25,413.8513432
1239,33.33333333,6,12.5,8,4.125,414.3587309
1240,33.33333333,6,12.5,8,5,414.2252473
1241,33.33333333,6,15,1,1.5,637.435896
1242,33.33333333,6,15,1,2.375,630.4592279
1243,33.33333333,6,15,1,3.25,629.4336268
1244,33.33333333,6,15,1,4.125,631.4398312
1245,33.33333333,6,15,1,5,630.9714092
1246,33.33333333,6,15,2,1.5,611.7134888
1247,33.33333333,6,15,2,2.375,611.3274054
1248,33.33333333,6,15,2,3.25,610.2758952
1249,33.33333333,6,15,2,4.125,608.9554358
1250,33.33333333,6,15,2,5,609.5958816
1251,33.33333333,6,15,3,1.5,587.0396693
1252,33.33333333,6,15,3,2.375,588.8792037
1253,33.33333333,6,15,3,3.25,587.9838867
1254,33.33333333,6,15,3,4.125,583.2599189
1255,33.33333333,6,15,3,5,587.084598
1256,33.33333333,6,15,4,1.5,577.7109368
1257,33.33333333,6,15,4,2.375,575.8203643
1258,33.33333333,6,15,4,3.25,569.7391252
1259,33.33333333,6,15,4,4.125,573.2606373
1260,33.33333333,6,15,4,5,574.1293917
1261,33.33333333,6,15,5,1.5,558.623195
1262,33.33333333,6,15,5,2.375,555.7913555
1263,33.33333333,6,15,5,3.25,556.0138504
1264,33.33333333,6,15,5,4.125,559.7311029
1265,33.33333333,6,15,5,5,560.1202412
1266,33.33333333,6,15,6,1.5,538.0645886
1267,33.33333333,6,15,6,2.375,537.405073
1268,33.33333333,6,15,6,3.25,536.3997191
1269,33.33333333,6,15,6,4.125,536.0689275
1270,33.33333333,6,15,6,5,538.340366
1271,33.33333333,6,15,7,1.5,511.3309464
1272,33.33333333,6,15,7,2.375,510.2770755
1273,33.33333333,6,15,7,3.25,511.9938392
1274,33.33333333,6,15,7,4.125,502.8195785
1275,33.33333333,6,15,7,5,511.3217103
1276,33.33333333,6,15,8,1.5,487.8246256
1277,33.33333333,6,15,8,2.375,485.6954644
1278,33.33333333,6,15,8,3.25,485.261115
1279,33.33333333,6,15,8,4.125,483.060424
1280,33.33333333,6,15,8,5,482.8742164
1281,37.77777778,2,10,1,1.5,959.5629226
1282,37.77777778,2,10,1,2.375,944.6293286
1283,37.77777778,2,10,1,3.25,943.3511694
1284,37.77777778,2,10,1,4.125,938.2617124
1285,37.77777778,2,10,1,5,936.1836716
1286,37.77777778,2,10,2,1.5,899.6790753
1287,37.77777778,2,10,2,2.375,891.3906953
1288,37.77777778,2,10,2,3.25,884.8999577
1289,37.77777778,2,10,2,4.125,883.9989821
1290,37.77777778,2,10,2,5,881.1835518
1291,37.77777778,2,10,3,1.5,840.450636
1292,37.77777778,2,10,3,2.375,834.1512547
1293,37.77777778,2,10,3,3.25,830.3153008
1294,37.77777778,2,10,3,4.125,828.0241936
1295,37.77777778,2,10,3,5,826.8633417
1296,37.77777778,2,10,4,1.5,801.4631492
1297,37.77777778,2,10,4,2.375,790.6581284
1298,37.77777778,2,10,4,3.25,787.523726
1299,37.77777778,2,10,4,4.125,785.7295001
1300,37.77777778,2,10,4,5,784.5831068
1301,37.77777778,2,10,5,1.5,752.2629522
1302,37.77777778,2,10,5,2.375,747.2877321
1303,37.77777778,2,10,5,3.25,748.2725851
1304,37.77777778,2,10,5,4.125,746.0827897
1305,37.77777778,2,10,5,5,745.8083742
1306,37.77777778,2,10,6,1.5,716.8408021
1307,37.77777778,2,10,6,2.375,712.6227501
1308,37.77777778,2,10,6,3.25,710.729744
1309,37.77777778,2,10,6,4.125,708.4157508
1310,37.77777778,2,10,6,5,707.9360681
1311,37.77777778,2,10,7,1.5,677.3939204
1312,37.77777778,2,10,7,2.375,671.6394615
1313,37.77777778,2,10,7,3.25,668.7956053
1314,37.77777778,2,10,7,4.125,668.7939475
1315,37.77777778,2,10,7,5,668.1332304
1316,37.77777778,2,12.5,1,1.5,954.200389
1317,37.77777778,2,12.5,1,2.375,941.7789663
1318,37.77777778,2,12.5,1,3.25,936.417448
1319,37.77777778,2,12.5,1,4.125,933.2560095
1320,37.77777778,2,12.5,1,5,931.3933142
1321,37.77777778,2,12.5,2,1.5,894.2978212
1322,37.77777778,2,12.5,2,2.375,880.4600166
1323,37.77777778,2,12.5,2,3.25,875.0476202
1324,37.77777778,2,12.5,2,4.125,873.7369792
1325,37.77777778,2,12.5,2,5,870.0666802
1326,37.77777778,2,12.5,3,1.5,826.8860232
1327,37.77777778,2,12.5,3,2.375,820.0403016
1328,37.77777778,2,12.5,3,3.25,819.4929377
1329,37.77777778,2,12.5,3,4.125,817.2618644
1330,37.77777778,2,12.5,3,5,812.1789482
1331,37.77777778,2,12.5,4,1.5,788.5989471
1332,37.77777778,2,12.5,4,2.375,775.1962263
1333,37.77777778,2,12.5,4,3.25,772.0086853
1334,37.77777778,2,12.5,4,4.125,770.1899161
1335,37.77777778,2,12.5,4,5,768.0056709
1336,37.77777778,2,12.5,5,1.5,738.3669279
1337,37.77777778,2,12.5,5,2.375,733.0597392
1338,37.77777778,2,12.5,5,3.25,730.4310449
1339,37.77777778,2,12.5,5,4.125,729.1265583
1340,37.77777778,2,12.5,5,5,728.2081085
1341,37.77777778,2,12.5,6,1.5,684.2958686
1342,37.77777778,2,12.5,6,2.375,681.7054787
1343,37.77777778,2,12.5,6,3.25,679.2869878
1344,37.77777778,2,12.5,6,4.125,678.0499953
1345,37.77777778,2,12.5,6,5,677.2381211
1346,37.77777778,2,12.5,7,1.5,641.2932917
1347,37.77777778,2,12.5,7,2.375,635.7774626
1348,37.77777778,2,12.5,7,3.25,630.9894915
1349,37.77777778,2,12.5,7,4.125,634.3204403
1350,37.77777778,2,12.5,7,5,633.6048677
1351,37.77777778,2,15,1,1.5,950.6015309
1352,37.77777778,2,15,1,2.375,938.3463571
1353,37.77777778,2,15,1,3.25,932.4968098
1354,37.77777778,2,15,1,4.125,929.442663
1355,37.77777778,2,15,1,5,930.0786405
1356,37.77777778,2,15,2,1.5,895.9307452
1357,37.77777778,2,15,2,2.375,890.8833894
1358,37.77777778,2,15,2,3.25,885.0939386
1359,37.77777778,2,15,2,4.125,882.0048587
1360,37.77777778,2,15,2,5,880.2084768
1361,37.77777778,2,15,3,1.5,843.1908462
1362,37.77777778,2,15,3,2.375,834.8079826
1363,37.77777778,2,15,3,3.25,829.3568924
1364,37.77777778,2,15,3,4.125,826.9497055
1365,37.77777778,2,15,3,5,825.5070266
1366,37.77777778,2,15,4,1.5,801.7947951
1367,37.77777778,2,15,4,2.375,790.4455872
1368,37.77777778,2,15,4,3.25,787.0634928
1369,37.77777778,2,15,4,4.125,785.1455605
1370,37.77777778,2,15,4,5,783.904291
1371,37.77777778,2,15,5,1.5,755.9319131
1372,37.77777778,2,15,5,2.375,749.9940195
1373,37.77777778,2,15,5,3.25,743.4792228
1374,37.77777778,2,15,5,4.125,741.9572884
1375,37.77777778,2,15,5,5,740.9666462
1376,37.77777778,2,15,6,1.5,707.6480554
1377,37.77777778,2,15,6,2.375,695.4308072
1378,37.77777778,2,15,6,3.25,696.4426315
1379,37.77777778,2,15,6,4.125,693.5610717
1380,37.77777778,2,15,6,5,692.6724306
1381,37.77777778,2,15,7,1.5,662.3392911
1382,37.77777778,2,15,7,2.375,661.8038262
1383,37.77777778,2,15,7,3.25,659.6842838
1384,37.77777778,2,15,7,4.125,658.2625951
1385,37.77777778,2,15,7,5,657.4579245
1386,37.77777778,4,10,1,1.5,746.6155202
1387,37.77777778,4,10,1,2.375,740.476645
1388,37.77777778,4,10,1,3.25,734.6562213
1389,37.77777778,4,10,1,4.125,735.6835123
1390,37.77777778,4,10,1,5,734.6487883
1391,37.77777778,4,10,2,1.5,692.6677484
1392,37.77777778,4,10,2,2.375,689.9944586
1393,37.77777778,4,10,2,3.25,686.6929878
1394,37.77777778,4,10,2,4.125,684.0540233
1395,37.77777778,4,10,2,5,686.7703091
1396,37.77777778,4,10,3,1.5,644.5456694
1397,37.77777778,4,10,3,2.375,641.4203474
1398,37.77777778,4,10,3,3.25,640.8009702
1399,37.77777778,4,10,3,4.125,640.2582218
1400,37.77777778,4,10,3,5,639.7517461
1401,37.77777778,4,10,4,1.5,617.4468412
1402,37.77777778,4,10,4,2.375,615.4302263
1403,37.77777778,4,10,4,3.25,610.5785172
1404,37.77777778,4,10,4,4.125,609.8363211
1405,37.77777778,4,10,4,5,612.0091666
1406,37.77777778,4,10,5,1.5,577.7451376
1407,37.77777778,4,10,5,2.375,575.993779
1408,37.77777778,4,10,5,3.25,575.7223656
1409,37.77777778,4,10,5,4.125,578.764653
1410,37.77777778,4,10,5,5,579.6023558
1411,37.77777778,4,10,6,1.5,544.4849264
1412,37.77777778,4,10,6,2.375,541.982563
1413,37.77777778,4,10,6,3.25,540.1144371
1414,37.77777778,4,10,6,4.125,541.5126006
1415,37.77777778,4,10,6,5,539.2152937
1416,37.77777778,4,10,7,1.5,510.1070616
1417,37.77777778,4,10,7,2.375,507.9531347
1418,37.77777778,4,10,7,3.25,507.4763175
1419,37.77777778,4,10,7,4.125,505.0465031
1420,37.77777778,4,10,7,5,507.9625927
1421,37.77777778,4,12.5,1,1.5,741.773191
1422,37.77777778,4,12.5,1,2.375,735.8122065
1423,37.77777778,4,12.5,1,3.25,732.9517649
1424,37.77777778,4,12.5,1,4.125,731.5166343
1425,37.77777778,4,12.5,1,5,730.4660493
1426,37.77777778,4,12.5,2,1.5,693.5541549
1427,37.77777778,4,12.5,2,2.375,688.4884956
1428,37.77777778,4,12.5,2,3.25,690.7476163
1429,37.77777778,4,12.5,2,4.125,688.1183816
1430,37.77777778,4,12.5,2,5,684.1513646
1431,37.77777778,4,12.5,3,1.5,647.3105572
1432,37.77777778,4,12.5,3,2.375,645.1344223
1433,37.77777778,4,12.5,3,3.25,639.6611396
1434,37.77777778,4,12.5,3,4.125,639.7105745
1435,37.77777778,4,12.5,3,5,639.3279833
1436,37.77777778,4,12.5,4,1.5,617.6068568
1437,37.77777778,4,12.5,4,2.375,614.8959702
1438,37.77777778,4,12.5,4,3.25,613.6812275
1439,37.77777778,4,12.5,4,4.125,612.2846908
1440,37.77777778,4,12.5,4,5,610.9436293
1441,37.77777778,4,12.5,5,1.5,580.6030375
1442,37.77777778,4,12.5,5,2.375,579.4049816
1443,37.77777778,4,12.5,5,3.25,577.5722157
1444,37.77777778,4,12.5,5,4.125,578.1730853
1445,37.77777778,4,12.5,5,5,574.2626385
1446,37.77777778,4,12.5,6,1.5,538.5986804
1447,37.77777778,4,12.5,6,2.375,536.8036793
1448,37.77777778,4,12.5,6,3.25,536.0965307
1449,37.77777778,4,12.5,6,4.125,535.3435265
1450,37.77777778,4,12.5,6,5,534.683646
1451,37.77777778,4,12.5,7,1.5,498.0690548
1452,37.77777778,4,12.5,7,2.375,496.3720418
1453,37.77777778,4,12.5,7,3.25,500.4108222
1454,37.77777778,4,12.5,7,4.125,495.4037594
1455,37.77777778,4,12.5,7,5,498.8867552
1456,37.77777778,4,15,1,1.5,746.4166867
1457,37.77777778,4,15,1,2.375,739.7737809
1458,37.77777778,4,15,1,3.25,736.28055
1459,37.77777778,4,15,1,4.125,734.9299032
1460,37.77777778,4,15,1,5,733.1135507
1461,37.77777778,4,15,2,1.5,702.4693679
1462,37.77777778,4,15,2,2.375,697.8348523
1463,37.77777778,4,15,2,3.25,699.1069222
1464,37.77777778,4,15,2,4.125,694.5686719
1465,37.77777778,4,15,2,5,695.8975927
1466,37.77777778,4,15,3,1.5,661.3613052
1467,37.77777778,4,15,3,2.375,661.7743344
1468,37.77777778,4,15,3,3.25,661.4903945
1469,37.77777778,4,15,3,4.125,660.8775811
1470,37.77777778,4,15,3,5,660.4727089
1471,37.77777778,4,15,4,1.5,640.2513302
1472,37.77777778,4,15,4,2.375,635.6957407
1473,37.77777778,4,15,4,3.25,634.4664662
1474,37.77777778,4,15,4,4.125,637.2111627
1475,37.77777778,4,15,4,5,638.3886512
1476,37.77777778,4,15,5,1.5,604.6037053
1477,37.77777778,4,15,5,2.375,602.6464
1478,37.77777778,4,15,5,3.25,601.746378
1479,37.77777778,4,15,5,4.125,601.2280996
1480,37.77777778,4,15,5,5,604.9819162
1481,37.77777778,4,15,6,1.5,574.5728838
1482,37.77777778,4,15,6,2.375,568.6285963
1483,37.77777778,4,15,6,3.25,569.7373385
1484,37.77777778,4,15,6,4.125,569.271845
1485,37.77777778,4,15,6,5,568.9702923
1486,37.77777778,4,15,7,1.5,535.9862244
1487,37.77777778,4,15,7,2.375,536.7023334
1488,37.77777778,4,15,7,3.25,533.5954811
1489,37.77777778,4,15,7,4.125,533.1760404
1490,37.77777778,4,15,7,5,532.8960632
1491,37.77777778,6,12.5,1,1.5,631.2543435
1492,37.77777778,6,12.5,1,2.375,627.7508093
1493,37.77777778,6,12.5,1,3.25,627.5802581
1494,37.77777778,6,12.5,1,4.125,628.1720311
1495,37.77777778,6,12.5,1,5,624.0911404
1496,37.77777778,6,12.5,2,1.5,602.4677223
1497,37.77777778,6,12.5,2,2.375,599.9726387
1498,37.77777778,6,12.5,2,3.25,599.2242128
1499,37.77777778,6,12.5,2,4.125,598.5797625
1500,37.77777778,6,12.5,2,5,599.5512066
1501,37.77777778,6,12.5,3,1.5,575.3247906
1502,37.77777778,6,12.5,3,2.375,573.4057574
1503,37.77777778,6,12.5,3,3.25,572.5202387
1504,37.77777778,6,12.5,3,4.125,571.9826635
1505,37.77777778,6,12.5,3,5,568.3146187
1506,37.77777778,6,12.5,4,1.5,556.8424849
1507,37.77777778,6,12.5,4,2.375,555.4894105
1508,37.77777778,6,12.5,4,3.25,554.630897
1509,37.77777778,6,12.5,4,4.125,554.3410652
1510,37.77777778,6,12.5,4,5,554.2134567
1511,37.77777778,6,12.5,5,1.5,527.5675242
1512,37.77777778,6,12.5,5,2.375,526.4691602
1513,37.77777778,6,12.5,5,3.25,528.5298888
1514,37.77777778,6,12.5,5,4.125,528.2337398
1515,37.77777778,6,12.5,5,5,528.0412062
1516,37.77777778,6,12.5,6,1.5,493.2968221
1517,37.77777778,6,12.5,6,2.375,492.4250752
1518,37.77777778,6,12.5,6,3.25,492.0093641
1519,37.77777778,6,12.5,6,4.125,494.3445861
1520,37.77777778,6,12.5,6,5,494.3478524
1521,37.77777778,6,12.5,7,1.5,466.7767497
1522,37.77777778,6,12.5,7,2.375,462.7550029
1523,37.77777778,6,12.5,7,3.25,462.4074545
1524,37.77777778,6,12.5,7,4.125,462.0505366
1525,37.77777778,6,12.5,7,5,461.917921
1526,37.77777778,6,15,1,1.5,640.6824736
1527,37.77777778,6,15,1,2.375,638.4024187
1528,37.77777778,6,15,1,3.25,632.6052378
1529,37.77777778,6,15,1,4.125,635.9596822
1530,37.77777778,6,15,1,5,632.2739389
1531,37.77777778,6,15,2,1.5,622.8172356
1532,37.77777778,6,15,2,2.375,620.0872998
1533,37.77777778,6,15,2,3.25,614.0512778
1534,37.77777778,6,15,2,4.125,617.4750897
1535,37.77777778,6,15,2,5,612.9280162
1536,37.77777778,6,15,3,1.5,602.1798749
1537,37.77777778,6,15,3,2.375,598.699204
1538,37.77777778,6,15,3,3.25,599.0744239
1539,37.77777778,6,15,3,4.125,593.871682
1540,37.77777778,6,15,3,5,595.3769846
1541,37.77777778,6,15,4,1.5,596.8188344
1542,37.77777778,6,15,4,2.375,596.4889805
1543,37.77777778,6,15,4,3.25,594.383489
1544,37.77777778,6,15,4,4.125,595.5319224
1545,37.77777778,6,15,4,5,595.242231
1546,37.77777778,6,15,5,1.5,580.2802764
1547,37.77777778,6,15,5,2.375,573.9659297
1548,37.77777778,6,15,5,3.25,577.6163442
1549,37.77777778,6,15,5,4.125,576.9382737
1550,37.77777778,6,15,5,5,574.2948322
1551,37.77777778,6,15,6,1.5,552.569944
1552,37.77777778,6,15,6,2.375,556.3671026
1553,37.77777778,6,15,6,3.25,555.9717981
1554,37.77777778,6,15,6,4.125,550.8041947
1555,37.77777778,6,15,6,5,557.06033
1556,37.77777778,6,15,7,1.5,540.7542544
1557,37.77777778,6,15,7,2.375,534.0679648
1558,37.77777778,6,15,7,3.25,539.3623674
1559,37.77777778,6,15,7,4.125,539.2993998
1560,37.77777778,6,15,7,5,533.0429487
1561,42.22222222,2,10,1,1.5,961.8727375
1562,42.22222222,2,10,1,2.375,950.5004076
1563,42.22222222,2,10,1,3.25,943.7472807
1564,42.22222222,2,10,1,4.125,941.1178677
1565,42.22222222,2,10,1,5,939.1879825
1566,42.22222222,2,10,2,1.5,907.9785528
1567,42.22222222,2,10,2,2.375,895.2212398
1568,42.22222222,2,10,2,3.25,889.7632666
1569,42.22222222,2,10,2,4.125,889.7456317
1570,42.22222222,2,10,2,5,887.9040793
1571,42.22222222,2,10,3,1.5,850.7387452
1572,42.22222222,2,10,3,2.375,845.7335661
1573,42.22222222,2,10,3,3.25,841.1021512
1574,42.22222222,2,10,3,4.125,836.5448401
1575,42.22222222,2,10,3,5,835.5658901
1576,42.22222222,2,10,4,1.5,819.6466942
1577,42.22222222,2,10,4,2.375,806.1211911
1578,42.22222222,2,10,4,3.25,810.9053476
1579,42.22222222,2,10,4,4.125,804.454275
1580,42.22222222,2,10,4,5,802.4980556
1581,42.22222222,2,10,5,1.5,773.125526
1582,42.22222222,2,10,5,2.375,768.1281423
1583,42.22222222,2,10,5,3.25,762.5480632
1584,42.22222222,2,10,5,4.125,764.4136564
1585,42.22222222,2,10,5,5,761.3009943
1586,42.22222222,2,10,6,1.5,730.5186237
1587,42.22222222,2,10,6,2.375,726.5864199
1588,42.22222222,2,10,6,3.25,723.7667131
1589,42.22222222,2,10,6,4.125,726.7749691
1590,42.22222222,2,10,6,5,725.8027509
1591,42.22222222,2,12.5,1,1.5,956.1515921
1592,42.22222222,2,12.5,1,2.375,945.4587563
1593,42.22222222,2,12.5,1,3.25,939.8532056
1594,42.22222222,2,12.5,1,4.125,936.7681536
1595,42.22222222,2,12.5,1,5,935.0309009
1596,42.22222222,2,12.5,2,1.5,894.6196231
1597,42.22222222,2,12.5,2,2.375,890.2721269
1598,42.22222222,2,12.5,2,3.25,881.2707119
1599,42.22222222,2,12.5,2,4.125,880.3546087
1600,42.22222222,2,12.5,2,5,874.5914155
1601,42.22222222,2,12.5,3,1.5,841.215103
1602,42.22222222,2,12.5,3,2.375,833.9104009
1603,42.22222222,2,12.5,3,3.25,830.0147348
1604,42.22222222,2,12.5,3,4.125,824.7411331
1605,42.22222222,2,12.5,3,5,830.0215821
1606,42.22222222,2,12.5,4,1.5,805.1371074
1607,42.22222222,2,12.5,4,2.375,797.7497663
1608,42.22222222,2,12.5,4,3.25,799.7924843
1609,42.22222222,2,12.5,4,4.125,796.1753844
1610,42.22222222,2,12.5,4,5,796.9786341
1611,42.22222222,2,12.5,5,1.5,756.6051757
1612,42.22222222,2,12.5,5,2.375,753.5468769
1613,42.22222222,2,12.5,5,3.25,746.5773883
1614,42.22222222,2,12.5,5,4.125,745.1919076
1615,42.22222222,2,12.5,5,5,747.4856745
1616,42.22222222,2,12.5,6,1.5,710.4164336
1617,42.22222222,2,12.5,6,2.375,705.2817158
1618,42.22222222,2,12.5,6,3.25,703.3156828
1619,42.22222222,2,12.5,6,4.125,702.1333446
1620,42.22222222,2,12.5,6,5,701.3025389
1621,42.22222222,2,15,1,1.5,959.1491814
1622,42.22222222,2,15,1,2.375,945.8597777
1623,42.22222222,2,15,1,3.25,939.6811122
1624,42.22222222,2,15,1,4.125,938.6030933
1625,42.22222222,2,15,1,5,936.0610621
1626,42.22222222,2,15,2,1.5,908.5464234
1627,42.22222222,2,15,2,2.375,897.8152249
1628,42.22222222,2,15,2,3.25,886.6615716
1629,42.22222222,2,15,2,4.125,889.6315799
1630,42.22222222,2,15,2,5,887.8082654
1631,42.22222222,2,15,3,1.5,859.7269992
1632,42.22222222,2,15,3,2.375,847.3009217
1633,42.22222222,2,15,3,3.25,843.3436978
1634,42.22222222,2,15,3,4.125,844.7685538
1635,42.22222222,2,15,3,5,843.3293351
1636,42.22222222,2,15,4,1.5,826.2078613
1637,42.22222222,2,15,4,2.375,820.6516623
1638,42.22222222,2,15,4,3.25,812.7781862
1639,42.22222222,2,15,4,4.125,808.2224689
1640,42.22222222,2,15,4,5,810.527421
1641,42.22222222,2,15,5,1.5,776.3791721
1642,42.22222222,2,15,5,2.375,770.7787405
1643,42.22222222,2,15,5,3.25,768.6247023
1644,42.22222222,2,15,5,4.125,768.3261735
1645,42.22222222,2,15,5,5,767.6123768
1646,42.22222222,2,15,6,1.5,735.2890548
1647,42.22222222,2,15,6,2.375,731.2495702
1648,42.22222222,2,15,6,3.25,729.0051507
1649,42.22222222,2,15,6,4.125,727.450764
1650,42.22222222,2,15,6,5,726.3022963
1651,42.22222222,4,10,1,1.5,739.1732285
1652,42.22222222,4,10,1,2.375,736.5752762
1653,42.22222222,4,10,1,3.25,734.7367743
1654,42.22222222,4,10,1,4.125,729.6123252
1655,42.22222222,4,10,1,5,733.197331
1656,42.22222222,4,10,2,1.5,697.3618681
1657,42.22222222,4,10,2,2.375,696.185608
1658,42.22222222,4,10,2,3.25,693.6517876
1659,42.22222222,4,10,2,4.125,692.977249
1660,42.22222222,4,10,2,5,694.0401242
1661,42.22222222,4,10,3,1.5,658.921677
1662,42.22222222,4,10,3,2.375,656.5063689
1663,42.22222222,4,10,3,3.25,656.2206764
1664,42.22222222,4,10,3,4.125,655.4593602
1665,42.22222222,4,10,3,5,654.9698311
1666,42.22222222,4,10,4,1.5,634.0392511
1667,42.22222222,4,10,4,2.375,631.8259314
1668,42.22222222,4,10,4,3.25,630.5976508
1669,42.22222222,4,10,4,4.125,631.4192051
1670,42.22222222,4,10,4,5,626.4674133
1671,42.22222222,4,10,5,1.5,594.3724269
1672,42.22222222,4,10,5,2.375,594.1640121
1673,42.22222222,4,10,5,3.25,593.4731193
1674,42.22222222,4,10,5,4.125,588.4595495
1675,42.22222222,4,10,5,5,591.1455739
1676,42.22222222,4,10,6,1.5,555.9121574
1677,42.22222222,4,10,6,2.375,556.7429378
1678,42.22222222,4,10,6,3.25,554.8651566
1679,42.22222222,4,10,6,4.125,556.0667661
1680,42.22222222,4,10,6,5,555.4014906
1681,42.22222222,4,12.5,1,1.5,743.8909925
1682,42.22222222,4,12.5,1,2.375,737.8790328
1683,42.22222222,4,12.5,1,3.25,735.5634515
1684,42.22222222,4,12.5,1,4.125,735.5199629
1685,42.22222222,4,12.5,1,5,734.2340675
1686,42.22222222,4,12.5,2,1.5,697.9937363
1687,42.22222222,4,12.5,2,2.375,698.2802185
1688,42.22222222,4,12.5,2,3.25,696.0107178
1689,42.22222222,4,12.5,2,4.125,694.0121817
1690,42.22222222,4,12.5,2,5,693.5254852
1691,42.22222222,4,12.5,3,1.5,665.0970633
1692,42.22222222,4,12.5,3,2.375,656.0384359
1693,42.22222222,4,12.5,3,3.25,659.9588463
1694,42.22222222,4,12.5,3,4.125,658.3703462
1695,42.22222222,4,12.5,3,5,657.2961629
1696,42.22222222,4,12.5,4,1.5,637.5365636
1697,42.22222222,4,12.5,4,2.375,632.146824
1698,42.22222222,4,12.5,4,3.25,631.5969646
1699,42.22222222,4,12.5,4,4.125,633.5896438
1700,42.22222222,4,12.5,4,5,633.2896458
1701,42.22222222,4,12.5,5,1.5,597.5112258
1702,42.22222222,4,12.5,5,2.375,595.9181053
1703,42.22222222,4,12.5,5,3.25,594.6482889
1704,42.22222222,4,12.5,5,4.125,593.4591254
1705,42.22222222,4,12.5,5,5,593.9549038
1706,42.22222222,4,12.5,6,1.5,559.4344574
1707,42.22222222,4,12.5,6,2.375,558.7426442
1708,42.22222222,4,12.5,6,3.25,553.5678609
1709,42.22222222,4,12.5,6,4.125,553.199393
1710,42.22222222,4,12.5,6,5,557.043223
1711,42.22222222,4,15,1,1.5,742.6713979
1712,42.22222222,4,15,1,2.375,738.5024802
1713,42.22222222,4,15,1,3.25,733.3452893
1714,42.22222222,4,15,1,4.125,734.2414676
1715,42.22222222,4,15,1,5,735.8687355
1716,42.22222222,4,15,2,1.5,706.5536302
1717,42.22222222,4,15,2,2.375,703.6439263
1718,42.22222222,4,15,2,3.25,702.33291
1719,42.22222222,4,15,2,4.125,703.7853791
1720,42.22222222,4,15,2,5,705.9935951
1721,42.22222222,4,15,3,1.5,686.6379285
1722,42.22222222,4,15,3,2.375,680.224182
1723,42.22222222,4,15,3,3.25,676.4923041
1724,42.22222222,4,15,3,4.125,680.8085935
1725,42.22222222,4,15,3,5,676.276191
1726,42.22222222,4,15,4,1.5,664.0874183
1727,42.22222222,4,15,4,2.375,665.0353419
1728,42.22222222,4,15,4,3.25,662.433921
1729,42.22222222,4,15,4,4.125,657.2072975
1730,42.22222222,4,15,4,5,661.7556111
1731,42.22222222,4,15,5,1.5,627.7513569
1732,42.22222222,4,15,5,2.375,631.3504777
1733,42.22222222,4,15,5,3.25,630.4642916
1734,42.22222222,4,15,5,4.125,628.3811604
1735,42.22222222,4,15,5,5,628.0372214
1736,42.22222222,4,15,6,1.5,598.5655207
1737,42.22222222,4,15,6,2.375,597.7543747
1738,42.22222222,4,15,6,3.25,598.6078477
1739,42.22222222,4,15,6,4.125,598.0408172
1740,42.22222222,4,15,6,5,595.5920757
1741,42.22222222,6,12.5,1,1.5,633.5245672
1742,42.22222222,6,12.5,1,2.375,631.765252
1743,42.22222222,6,12.5,1,3.25,631.0856249
1744,42.22222222,6,12.5,1,4.125,630.414991
1745,42.22222222,6,12.5,1,5,629.9455922
